test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
RBM12	RBM12	RBM12	chr20:34213952-34252878	KO1_WT	KO1_Pus1	OK	44.1311	44.9091	0.0252111	0.164807	0.8093	0.893015	no
RBM12B	RBM12B	RBM12B	chr8:94743730-94753224	KO1_WT	KO1_Pus1	OK	19.9237	14.376	-0.470815	-2.41383	0.0006	0.0037275	yes
RBM14	RBM14	RBM14	chr11:66384052-66445275	KO1_WT	KO1_Pus1	OK	26.6592	20.8441	-0.35499	-1.74599	0.0129	0.0445416	yes
RBM14-RBM4	RBM14-RBM4	RBM14-RBM4	chr11:66384052-66445275	KO1_WT	KO1_Pus1	OK	10.5797	9.3787	-0.173835	-0.180884	0.79655	0.885752	no
RBM15	RBM15	RBM15	chr1:110881944-110889303	KO1_WT	KO1_Pus1	OK	12.5465	9.45826	-0.407637	-1.96683	0.0055	0.0226338	yes
RBM15B	RBM15B	RBM15B	chr3:51428698-51534018	KO1_WT	KO1_Pus1	OK	18.6788	24.9798	0.419357	2.30485	0.00105	0.00590664	yes
RBM17	RBM17	RBM17	chr10:6130948-6159422	KO1_WT	KO1_Pus1	OK	48.4702	54.4638	0.1682	1.22294	0.0805	0.186619	no
RBM18	RBM18	RBM18	chr9:125001833-125085742	KO1_WT	KO1_Pus1	OK	16.4981	19.944	0.273655	1.05905	0.1351	0.273889	no
RBM19	RBM19	RBM19	chr12:114254542-114404176	KO1_WT	KO1_Pus1	OK	25.2773	22.8965	-0.142712	-0.732865	0.29505	0.47523	no
RBM20	RBM20	RBM20	chr10:112404154-112599227	KO1_WT	KO1_Pus1	OK	5.26835	6.01466	0.191132	0.939613	0.1758	0.331529	no
RBM22	RBM22	RBM22	chr5:150070351-150080669	KO1_WT	KO1_Pus1	OK	51.602	54.7432	0.0852531	0.447215	0.52005	0.68616	no
RBM23	RBM23	RBM23	chr14:23369853-23388396	KO1_WT	KO1_Pus1	OK	59.3407	45.807	-0.373453	-2.23284	0.0026	0.012403	yes
RBM24	RBM24	RBM24	chr6:17281808-17294099	KO1_WT	KO1_Pus1	NOTEST	0.08001	0.139123	0.798111	0	1	1	no
RBM25	RBM25	RBM25	chr14:73525220-73588076	KO1_WT	KO1_Pus1	OK	76.9214	73.1357	-0.07281	-0.541325	0.4396	0.617773	no
RBM26	RBM26	RBM26	chr13:79894099-79979923	KO1_WT	KO1_Pus1	OK	73.8592	56.2985	-0.391681	-2.87994	5e-05	0.000427361	yes
RBM26-AS1	RBM26-AS1	RBM26-AS1	chr13:79980443-79998468	KO1_WT	KO1_Pus1	OK	2.69833	2.42515	-0.15399	-0.520468	0.462	0.639387	no
RBM27	RBM27	RBM27	chr5:145583162-145668784	KO1_WT	KO1_Pus1	OK	21.287	20.016	-0.0888209	-0.637559	0.35865	0.541005	no
RBM28	RBM28	RBM28	chr7:127950435-127983962	KO1_WT	KO1_Pus1	OK	39.1171	27.0439	-0.532497	-2.75649	0.0002	0.00146092	yes
RBM3	RBM3	RBM3	chrX:48432740-48439553	KO1_WT	KO1_Pus1	OK	122.464	99.1066	-0.305309	-2.29147	0.001	0.00567612	yes
RBM33	RBM33	RBM33	chr7:155437202-155574179	KO1_WT	KO1_Pus1	OK	15.1956	14.7156	-0.0463021	-0.335023	0.6307	0.773227	no
RBM34	RBM34	RBM34	chr1:235294497-235324571	KO1_WT	KO1_Pus1	OK	68.7739	45.4518	-0.597524	-3.08796	5e-05	0.000427361	yes
RBM38	RBM38	RBM38	chr20:55904830-55998278	KO1_WT	KO1_Pus1	OK	26.927	21.6949	-0.3117	-1.13362	0.10575	0.228779	no
RBM39	RBM39	RBM39	chr20:34291530-34330258	KO1_WT	KO1_Pus1	OK	130.693	118.269	-0.14411	-1.07942	0.12045	0.25184	no
RBM4	RBM4	RBM4	chr11:66384052-66445275	KO1_WT	KO1_Pus1	OK	93.7531	87.9562	-0.0920806	-0.411611	0.54925	0.710364	no
RBM41	RBM41	RBM41	chrX:106305117-106362057	KO1_WT	KO1_Pus1	OK	22.8814	28.4487	0.314186	1.51798	0.0276	0.0821596	no
RBM42	RBM42	RBM42	chr19:36119979-36128587	KO1_WT	KO1_Pus1	OK	63.4763	59.9003	-0.083656	-0.434349	0.53025	0.694832	no
RBM43	RBM43	RBM43	chr2:152104727-152118389	KO1_WT	KO1_Pus1	OK	0.77336	0.515274	-0.585799	-1.42027	0.0464	0.123118	no
RBM44	RBM44	RBM44	chr2:238707387-238751451	KO1_WT	KO1_Pus1	NOTEST	0.278237	0.149674	-0.894491	0	1	1	no
RBM45	RBM45	RBM45	chr2:178977181-178994382	KO1_WT	KO1_Pus1	OK	11.2902	9.48118	-0.251932	-1.09628	0.11995	0.251231	no
RBM46	RBM46	RBM46	chr4:155702426-155749965	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBM47	RBM47	RBM47	chr4:40425271-40631883	KO1_WT	KO1_Pus1	OK	1.95327	1.78153	-0.132768	-0.50411	0.47285	0.648898	no
RBM48	RBM48	RBM48	chr7:92158086-92166823	KO1_WT	KO1_Pus1	OK	11.351	8.75868	-0.374038	-1.60301	0.02215	0.0687227	no
RBM4B	RBM4B	RBM4B	chr11:66384052-66445275	KO1_WT	KO1_Pus1	OK	16.7848	14.9719	-0.164896	-0.348615	0.6221	0.766974	no
RBM5	RBM5	RBM5	chr3:50126340-50156397	KO1_WT	KO1_Pus1	OK	44.04	49.6954	0.174298	1.20392	0.0845	0.19375	no
RBM6	RBM6	RBM6	chr3:49977476-50114685	KO1_WT	KO1_Pus1	OK	42.7028	54.0411	0.339726	2.30177	0.00085	0.0049589	yes
RBM7	RBM7	RBM7	chr11:114271383-114279635	KO1_WT	KO1_Pus1	OK	16.7665	17.6282	0.072299	0.343884	0.6201	0.765365	no
RBM8A	RBM8A	RBM8A	chr1:145507556-145516076	KO1_WT	KO1_Pus1	OK	30.5754	41.3991	0.43723	3.08871	5e-05	0.000427361	yes
RBMS1	RBMS1	RBMS1	chr2:161128661-161350318	KO1_WT	KO1_Pus1	OK	15.0555	10.3927	-0.534716	-2.68853	0.0002	0.00146092	yes
RBMS2	RBMS2	RBMS2	chr12:56915608-57030163	KO1_WT	KO1_Pus1	OK	1.64763	1.59161	-0.0499054	-0.0781527	0.90945	0.950426	no
RBMS3	RBMS3	RBMS3	chr3:29322802-30051886	KO1_WT	KO1_Pus1	NOTEST	0.0837438	0.168113	1.00538	0	1	1	no
RBMX	RBMX	RBMX	chrX:135951352-135962939	KO1_WT	KO1_Pus1	OK	288.392	276.924	-0.0585419	-0.509211	0.45465	0.632394	no
RBMX2	RBMX2	RBMX2	chrX:129535942-129547317	KO1_WT	KO1_Pus1	OK	41.0321	39.7716	-0.0450114	-0.226654	0.7495	0.85585	no
RBMXL1	RBMXL1	RBMXL1	chr1:89401455-89458643	KO1_WT	KO1_Pus1	OK	27.5381	24.8374	-0.148912	-0.925314	0.1849	0.344025	no
RBMXL2	RBMXL2	RBMXL2	chr11:7110164-7112379	KO1_WT	KO1_Pus1	NOTEST	0.171583	0.0606047	-1.5014	0	1	1	no
RBMXL3	RBMXL3	RBMXL3	chrX:114345182-114468635	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1A1	RBMY1A1,RBMY1B,RBMY1D	RBMY1A1,RBMY1B,RBMY1D	chrY:24026222-24040673	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1A3P	RBMY1A3P	RBMY1A3P	chrY:9154669-9160483	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1B	RBMY1B,RBMY1E	RBMY1B,RBMY1E	chrY:24049764-24064214	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1D	RBMY1D	RBMY1D	chrY:24026222-24040673	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1E	RBMY1E	RBMY1E	chrY:24049764-24064214	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1F	RBMY1F,RBMY1J	RBMY1F,RBMY1J	chrY:24455005-24564028	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY1J	RBMY1J	RBMY1J	chrY:24455005-24564028	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY2EP	RBMY2EP	RBMY2EP	chrY:23557033-23563448	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY2FP	RBMY2FP	RBMY2FP	chrY:24455005-24564028	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBMY3AP	RBMY3AP	RBMY3AP	chrY:9448329-9452762	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBP1	RBP1	RBP1	chr3:139236275-139258671	KO1_WT	KO1_Pus1	OK	7.87741	6.36413	-0.307758	-0.976931	0.1602	0.309531	no
RBP2	RBP2	RBP2	chr3:139171725-139195352	KO1_WT	KO1_Pus1	NOTEST	0.0669608	0	-inf	0	1	1	no
RBP3	RBP3	RBP3	chr10:48381486-48390991	KO1_WT	KO1_Pus1	NOTEST	0.0137996	0.00736211	-0.906432	0	1	1	no
RBP4	RBP4	RBP4	chr10:95351592-95360993	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBP5	RBP5	RBP5	chr12:7276279-7281466	KO1_WT	KO1_Pus1	NOTEST	0.409053	0.381817	-0.0994073	0	1	1	no
RBP7	RBP7	RBP7	chr1:10057254-10076078	KO1_WT	KO1_Pus1	OK	4.49635	2.13787	-1.07258	-2.01734	0.0086	0.0323485	yes
RBPJ	RBPJ	RBPJ	chr4:26321331-26436752	KO1_WT	KO1_Pus1	OK	23.537	26.3117	0.160773	1.15797	0.09875	0.217444	no
RBPJL	RBPJL	RBPJL	chr20:43922086-43946464	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RBPMS	RBPMS	RBPMS	chr8:30239634-30429734	KO1_WT	KO1_Pus1	OK	7.16594	6.52026	-0.136227	-0.50008	0.4777	0.653247	no
RBPMS2	RBPMS2	RBPMS2	chr15:65032094-65067770	KO1_WT	KO1_Pus1	OK	6.00634	9.56248	0.670899	2.80106	5e-05	0.000427361	yes
RBX1	RBX1	RBX1	chr22:41347350-41369019	KO1_WT	KO1_Pus1	OK	87.9911	88.2977	0.00501768	0.0254928	0.9706	0.983325	no
RC3H1	RC3H1	RC3H1	chr1:173900351-173962210	KO1_WT	KO1_Pus1	OK	3.53727	4.16848	0.236884	1.16942	0.095	0.211834	no
RC3H2	RC3H2	RC3H2	chr9:125611731-125667562	KO1_WT	KO1_Pus1	OK	19.3212	19.4496	0.00956033	0.0488792	0.94195	0.967578	no
RCAN1	RCAN1	RCAN1	chr21:35888783-35987382	KO1_WT	KO1_Pus1	OK	21.9565	27.0133	0.299024	1.50279	0.033	0.0945494	no
RCAN2	RCAN2	RCAN2	chr6:46188466-46459804	KO1_WT	KO1_Pus1	OK	0.530161	1.70973	1.68926	4.19285	5e-05	0.000427361	yes
RCAN3	RCAN3	RCAN3	chr1:24822822-24863510	KO1_WT	KO1_Pus1	OK	6.96101	5.09303	-0.450773	-1.90909	0.00595	0.0240659	yes
RCAN3AS	RCAN3AS	RCAN3AS	chr1:24822822-24863510	KO1_WT	KO1_Pus1	NOTEST	0.209705	0.188374	-0.154758	0	1	1	no
RCBTB1	RCBTB1	RCBTB1	chr13:50106081-50159719	KO1_WT	KO1_Pus1	OK	13.9632	17.8563	0.3548	1.80243	0.01065	0.0384506	yes
RCBTB2	RCBTB2	RCBTB2	chr13:49063098-49107316	KO1_WT	KO1_Pus1	OK	2.23068	3.03137	0.442484	1.62647	0.0232	0.0712444	no
RCC1	RCC1	RCC1	chr1:28832454-28865708	KO1_WT	KO1_Pus1	OK	174.724	105.643	-0.725873	-4.78718	5e-05	0.000427361	yes
RCC2	RCC2	RCC2	chr1:17733250-17766250	KO1_WT	KO1_Pus1	OK	106.11	68.1769	-0.638207	-4.75498	5e-05	0.000427361	yes
RCCD1	RCCD1	RCCD1	chr15:91498105-91506355	KO1_WT	KO1_Pus1	OK	14.7968	10.2086	-0.535496	-2.55327	0.0004	0.00266009	yes
RCE1	RCE1	RCE1	chr11:66512206-66614003	KO1_WT	KO1_Pus1	OK	18.1468	16.9781	-0.0960437	-0.408602	0.5561	0.716349	no
RCHY1	RCHY1	RCHY1	chr4:76404246-76439640	KO1_WT	KO1_Pus1	OK	14.7503	16.4438	0.1568	0.80331	0.2485	0.423895	no
RCL1	RCL1	RCL1	chr9:4792833-4861064	KO1_WT	KO1_Pus1	OK	17.1257	10.2903	-0.734877	-3.42073	5e-05	0.000427361	yes
RCN1	RCN1	RCN1	chr11:32112476-32127272	KO1_WT	KO1_Pus1	OK	71.0379	73.44	0.0479777	0.348801	0.6132	0.760829	no
RCN2	RCN2	RCN2	chr15:77223961-77242601	KO1_WT	KO1_Pus1	OK	104.064	93.423	-0.155618	-1.13977	0.10065	0.220599	no
RCN3	RCN3	RCN3	chr19:50030874-50046890	KO1_WT	KO1_Pus1	OK	1.03442	0.673167	-0.619785	-1.19593	0.0931	0.208619	no
RCOR1	RCOR1	RCOR1	chr14:103058995-103196913	KO1_WT	KO1_Pus1	OK	14.2286	16.0695	0.175532	0.909281	0.19215	0.353378	no
RCOR2	RCOR2	RCOR2	chr11:63678692-63684316	KO1_WT	KO1_Pus1	OK	2.09476	2.36721	0.176404	0.578385	0.4197	0.598717	no
RCOR3	RCOR3	RCOR3	chr1:211432707-211489725	KO1_WT	KO1_Pus1	OK	12.6991	10.5926	-0.261662	-1.14256	0.1045	0.226854	no
RCSD1	RCSD1	RCSD1	chr1:167599473-167675486	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RCVRN	RCVRN	RCVRN	chr17:9801026-9808684	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RD3	RD3	RD3	chr1:211649863-211666259	KO1_WT	KO1_Pus1	NOTEST	0.0138389	0.030132	1.12257	0	1	1	no
RDBP	RDBP	RDBP	chr6_ssto_hap7:3252573-3270242	KO1_WT	KO1_Pus1	OK	50.227	53.7112	0.0967607	0.468891	0.4978	0.669575	no
RDH10	RDH10	RDH10	chr8:74206836-74237520	KO1_WT	KO1_Pus1	OK	21.876	16.1465	-0.438128	-2.2472	0.00145	0.00768872	yes
RDH11	RDH11	RDH11	chr14:68143518-68162510	KO1_WT	KO1_Pus1	OK	51.3045	49.344	-0.0562132	-0.295316	0.6693	0.800519	no
RDH12	RDH12	RDH12	chr14:68168602-68201168	KO1_WT	KO1_Pus1	NOTEST	0.417325	0.553538	0.407511	0	1	1	no
RDH13	RDH13	RDH13	chr19:55555691-55580914	KO1_WT	KO1_Pus1	OK	10.6149	8.83917	-0.264104	-1.14382	0.1001	0.219794	no
RDH14	RDH14	RDH14	chr2:18735988-18770846	KO1_WT	KO1_Pus1	OK	22.0768	29.6761	0.426766	2.06409	0.0034	0.015402	yes
RDH16	RDH16	RDH16	chr12:57345215-57351418	KO1_WT	KO1_Pus1	NOTEST	0.0912997	0.141164	0.628692	0	1	1	no
RDH5	RDH5	RDH5	chr12:56109817-56118526	KO1_WT	KO1_Pus1	NOTEST	0.409366	0.219249	-0.900819	0	1	1	no
RDH8	RDH8	RDH8	chr19:10123924-10132954	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RDM1	RDM1	RDM1	chr17:34245084-34257780	KO1_WT	KO1_Pus1	OK	10.9029	7.88158	-0.468154	-1.38373	0.04265	0.115298	no
RDX	RDX	RDX	chr11:110100165-110167437	KO1_WT	KO1_Pus1	OK	53.4045	57.4716	0.105887	0.780918	0.2642	0.441525	no
REC8	REC8	REC8	chr14:24641233-24658124	KO1_WT	KO1_Pus1	NOTEST	0.189962	0.528582	1.47642	0	1	1	no
RECK	RECK	RECK	chr9:36036909-36124452	KO1_WT	KO1_Pus1	OK	2.55387	1.65871	-0.622625	-2.35112	0.00095	0.00543198	yes
RECQL	RECQL	RECQL	chr12:21590537-21654603	KO1_WT	KO1_Pus1	OK	27.8177	32.2323	0.212505	1.18148	0.09275	0.208011	no
RECQL4	RECQL4	RECQL4	chr8:145736666-145743210	KO1_WT	KO1_Pus1	OK	20.2104	10.7374	-0.912458	-4.58049	5e-05	0.000427361	yes
RECQL5	RECQL5	RECQL5	chr17:73584138-73663269	KO1_WT	KO1_Pus1	OK	11.3137	11.1169	-0.025325	-0.118488	0.86535	0.926415	no
REEP1	REEP1	REEP1	chr2:86441119-86565206	KO1_WT	KO1_Pus1	OK	6.4976	8.23093	0.341148	1.61485	0.02065	0.0650463	no
REEP2	REEP2	REEP2	chr5:137774775-137782658	KO1_WT	KO1_Pus1	OK	16.79	16.0149	-0.0681869	-0.326504	0.63875	0.78015	no
REEP3	REEP3	REEP3	chr10:65281122-65384883	KO1_WT	KO1_Pus1	OK	6.97823	12.1358	0.798334	3.96002	5e-05	0.000427361	yes
REEP4	REEP4	REEP4	chr8:21995532-21999448	KO1_WT	KO1_Pus1	OK	26.9603	23.217	-0.215655	-1.0524	0.1344	0.272889	no
REEP5	REEP5	REEP5	chr5:112196884-112258031	KO1_WT	KO1_Pus1	OK	38.5605	44.1361	0.194834	1.14511	0.10695	0.230808	no
REEP6	REEP6	REEP6	chr19:1491164-1497924	KO1_WT	KO1_Pus1	OK	10.2708	6.74963	-0.605665	-2.34914	0.001	0.00567612	yes
REG1A	REG1A	REG1A	chr2:79347583-79350545	KO1_WT	KO1_Pus1	NOTEST	0.0427746	0.053403	0.320165	0	1	1	no
REG1B	REG1B	REG1B	chr2:79312148-79315150	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REG1P	REG1P	REG1P	chr2:79362628-79365553	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REG3A	REG3A	REG3A	chr2:79384131-79386880	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REG3G	REG3G	REG3G	chr2:79252825-79255631	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REG4	REG4	REG4	chr1:120336640-120354203	KO1_WT	KO1_Pus1	NOTEST	0.022311	0.0545312	1.28933	0	1	1	no
REL	REL	REL	chr2:61108751-61150178	KO1_WT	KO1_Pus1	OK	4.13014	3.9675	-0.0579607	-0.226041	0.7481	0.854916	no
RELA	RELA	RELA	chr11:65421066-65430443	KO1_WT	KO1_Pus1	OK	33.669	35.1457	0.0619301	0.320145	0.63955	0.780744	no
RELB	RELB	RELB	chr19:45504706-45541456	KO1_WT	KO1_Pus1	OK	0.639414	0.886528	0.471417	0.962422	0.17415	0.329263	no
RELL1	RELL1	RELL1	chr4:37455551-37687999	KO1_WT	KO1_Pus1	OK	2.11628	1.86162	-0.184977	-0.51044	0.46265	0.639887	no
RELL2	RELL2	RELL2	chr5:141016516-141030986	KO1_WT	KO1_Pus1	OK	5.06142	3.69081	-0.455604	-1.40743	0.0462	0.12276	no
RELN	RELN	RELN	chr7:103112230-103629963	KO1_WT	KO1_Pus1	NOTEST	0.00272823	0.0375406	3.78241	0	1	1	no
RELT	RELT	RELT	chr11:73087404-73108519	KO1_WT	KO1_Pus1	OK	7.50211	7.30239	-0.0389272	-0.180162	0.80125	0.88879	no
REM1	REM1	REM1	chr20:30063104-30072708	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REM2	REM2	REM2	chr14:23352431-23356889	KO1_WT	KO1_Pus1	NOTEST	0.220563	0.502228	1.18715	0	1	1	no
REN	REN	REN	chr1:204123943-204135465	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RENBP	RENBP	RENBP	chrX:153200721-153210232	KO1_WT	KO1_Pus1	OK	2.10975	2.56971	0.284539	0.763229	0.27415	0.45294	no
REP15	REP15	REP15	chr12:27849427-27850566	KO1_WT	KO1_Pus1	OK	0.557211	0.637294	0.193737	0.246025	0.71855	0.834645	no
REPIN1	REPIN1	REPIN1	chr7:150065878-150071133	KO1_WT	KO1_Pus1	OK	48.4563	49.5825	0.0331459	0.236256	0.7328	0.844058	no
REPS1	REPS1	REPS1	chr6:139225619-139309398	KO1_WT	KO1_Pus1	OK	29.6432	39.3597	0.409019	2.44859	0.00095	0.00543198	yes
REPS2	REPS2	REPS2	chrX:16964813-17171403	KO1_WT	KO1_Pus1	OK	0.516342	0.911485	0.819891	2.69177	5e-05	0.000427361	yes
RER1	RER1	RER1	chr1:2323213-2344010	KO1_WT	KO1_Pus1	OK	34.7506	27.2499	-0.350791	-1.83029	0.0085	0.0320637	yes
RERE	RERE	RERE	chr1:8412463-8877699	KO1_WT	KO1_Pus1	OK	10.2022	8.64834	-0.238391	-1.20497	0.08345	0.191742	no
REREP3	REREP3	REREP3	chr15:22546564-22570831	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RERG	RERG	RERG	chr12:15260715-15374411	KO1_WT	KO1_Pus1	OK	1.27663	2.65599	1.05691	3.07719	0.0001	0.000799879	yes
RERGL	RERGL	RERGL	chr12:18233802-18243114	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RESP18	RESP18	RESP18	chr2:220192130-220197899	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REST	REST	REST	chr4:57774041-57802010	KO1_WT	KO1_Pus1	OK	7.91856	9.29342	0.230972	1.17959	0.0885	0.200935	no
RET	RET	RET	chr10:43572516-43625797	KO1_WT	KO1_Pus1	OK	0.693316	0.697509	0.00869867	0.0241594	0.97235	0.98457	no
RETN	RETN	RETN	chr19:7733971-7735340	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RETNLB	RETNLB	RETNLB	chr3:108474485-108476130	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RETSAT	RETSAT	RETSAT	chr2:85569077-85581821	KO1_WT	KO1_Pus1	OK	11.8338	9.81729	-0.269515	-1.30193	0.0666	0.161596	no
REV1	REV1	REV1	chr2:100016937-100106480	KO1_WT	KO1_Pus1	OK	12.2904	12.4161	0.0146814	0.0745052	0.91435	0.953082	no
REV3L	REV3L	REV3L	chr6:111620233-111804414	KO1_WT	KO1_Pus1	OK	10.1834	10.069	-0.0163079	-0.0853533	0.9037	0.946611	no
REXO1	REXO1	REXO1	chr19:1815244-1848452	KO1_WT	KO1_Pus1	OK	8.90864	10.3728	0.219522	1.07722	0.12185	0.254204	no
REXO1L1	REXO1L1	REXO1L1	chr8:86758550-86789306	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REXO1L2P	REXO1L2P	REXO1L2P	chr8:86839093-86840171	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
REXO2	REXO2	REXO2	chr11:114310107-114321000	KO1_WT	KO1_Pus1	OK	49.9231	56.1184	0.168767	0.845887	0.22515	0.396262	no
REXO4	REXO4	REXO4	chr9:136243283-136324508	KO1_WT	KO1_Pus1	OK	29.9356	29.8788	-0.00274307	-0.0130486	0.9857	0.991251	no
RFC1	RFC1	RFC1	chr4:39289068-39368001	KO1_WT	KO1_Pus1	OK	36.9306	42.8497	0.214468	1.57241	0.02315	0.0711074	no
RFC2	RFC2	RFC2	chr7:73645831-73668738	KO1_WT	KO1_Pus1	OK	65.6939	39.4114	-0.737146	-3.80992	5e-05	0.000427361	yes
RFC3	RFC3	RFC3	chr13:34392205-34540695	KO1_WT	KO1_Pus1	OK	74.4285	79.4705	0.0945638	0.677386	0.33145	0.515026	no
RFC4	RFC4	RFC4	chr3:186501360-186524484	KO1_WT	KO1_Pus1	OK	66.6615	70.3152	0.0769834	0.306523	0.6604	0.794838	no
RFC5	RFC5	RFC5	chr12:118454505-118470042	KO1_WT	KO1_Pus1	OK	67.8096	65.711	-0.045355	-0.297513	0.6683	0.799962	no
RFESD	RFESD	RFESD	chr5:94982480-94992849	KO1_WT	KO1_Pus1	OK	3.82222	3.65131	-0.0659967	-0.218447	0.7598	0.861563	no
RFFL	RFFL	RFFL	chr17:33336130-33448541	KO1_WT	KO1_Pus1	OK	4.93813	5.24822	0.0878643	0.299331	0.6709	0.801489	no
RFK	RFK	RFK	chr9:79000432-79009444	KO1_WT	KO1_Pus1	OK	39.1841	40.1598	0.0354839	0.185171	0.7868	0.87922	no
RFNG	RFNG	RFNG	chr17:80005777-80009650	KO1_WT	KO1_Pus1	OK	16.2314	18.7748	0.21001	0.992317	0.1552	0.302882	no
RFPL1	RFPL1	RFPL1	chr22:29833003-29838444	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RFPL1-AS1	RFPL1-AS1	RFPL1-AS1	chr22:29833003-29838444	KO1_WT	KO1_Pus1	NOTEST	0	0.00634604	inf	0	1	1	no
RFPL2	RFPL2	RFPL2	chr22:32586421-32600718	KO1_WT	KO1_Pus1	OK	0.434096	0.862374	0.9903	1.29562	0.0437	0.117512	no
RFPL3	RFPL3	RFPL3	chr22:32750871-32767063	KO1_WT	KO1_Pus1	NOTEST	0	0.0558895	inf	0	1	1	no
RFPL3-AS1	RFPL3-AS1	RFPL3-AS1	chr22:32750871-32767063	KO1_WT	KO1_Pus1	OK	0.881442	2.0627	1.2266	2.14997	0.00615	0.024656	yes
RFPL4A	RFPL4A	RFPL4A	chr19:56270506-56274541	KO1_WT	KO1_Pus1	NOTEST	0.0730306	0.13497	0.886063	0	1	1	no
RFPL4B	RFPL4B	RFPL4B	chr6:112668531-112672498	KO1_WT	KO1_Pus1	NOTEST	0	0.0549118	inf	0	1	1	no
RFT1	RFT1	RFT1	chr3:53122500-53164470	KO1_WT	KO1_Pus1	OK	14.1506	17.2174	0.283009	1.45822	0.03855	0.106837	no
RFTN1	RFTN1	RFTN1	chr3:16357351-16555222	KO1_WT	KO1_Pus1	OK	1.4062	3.63693	1.37092	4.60674	5e-05	0.000427361	yes
RFTN2	RFTN2	RFTN2	chr2:198435526-198540584	KO1_WT	KO1_Pus1	NOTEST	0.189416	0.303763	0.681389	0	1	1	no
RFWD2	RFWD2	RFWD2	chr1:175913966-176176370	KO1_WT	KO1_Pus1	OK	23.4764	30.6918	0.386639	1.9815	0.00545	0.022491	yes
RFWD3	RFWD3	RFWD3	chr16:74655296-74700779	KO1_WT	KO1_Pus1	OK	45.7208	45.2723	-0.0142198	-0.104514	0.8801	0.934519	no
RFX1	RFX1	RFX1	chr19:14072341-14117134	KO1_WT	KO1_Pus1	OK	5.77898	4.68543	-0.302632	-1.38231	0.05	0.130625	no
RFX2	RFX2	RFX2	chr19:5978413-6110664	KO1_WT	KO1_Pus1	OK	2.02766	1.57476	-0.364684	-1.30803	0.0608	0.151159	no
RFX3	RFX3	RFX3	chr9:3224646-3525983	KO1_WT	KO1_Pus1	OK	0.915269	0.718043	-0.350126	-0.841557	0.2235	0.393935	no
RFX4	RFX4	RFX4	chr12:106751435-107283094	KO1_WT	KO1_Pus1	NOTEST	0.00791831	0.0189344	1.25775	0	1	1	no
RFX5	RFX5	RFX5	chr1:151313115-151319769	KO1_WT	KO1_Pus1	OK	36.9163	32.2214	-0.19624	-1.17348	0.09125	0.205484	no
RFX6	RFX6	RFX6	chr6:117198375-117253326	KO1_WT	KO1_Pus1	NOTEST	0.577589	0.174163	-1.7296	0	1	1	no
RFX7	RFX7	RFX7	chr15:56382730-56535483	KO1_WT	KO1_Pus1	OK	8.49232	8.30095	-0.0328836	-0.16687	0.8124	0.895409	no
RFX8	RFX8	RFX8	chr2:102013822-102091165	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
RFXANK	RFXANK	RFXANK	chr19:19256375-19314238	KO1_WT	KO1_Pus1	OK	25.5476	18.5617	-0.460864	-1.44586	0.04255	0.115051	no
